"Area","Year","Month","Labor Force","Employed","Unemployed","Area Rate","Massachusetts Rate"
"ESSEX COUNTY","2017","November","422793","408418","14375","3.4","3.3"
"ESSEX COUNTY","2017","December","423620","408833","14787","3.5","3.4"
"ESSEX COUNTY","2017","Annual","421835","405437","16398","3.9","3.8"
"ESSEX COUNTY","2016","January","405838","385477","20361","5.0","4.9"
"ESSEX COUNTY","2016","February","408396","388807","19589","4.8","4.7"
"ESSEX COUNTY","2016","March","410500","391586","18914","4.6","4.5"
"ESSEX COUNTY","2016","April","409095","392430","16665","4.1","3.9"
"ESSEX COUNTY","2016","May","408016","391745","16271","4.0","3.9"
"ESSEX COUNTY","2016","June","413687","395974","17713","4.3","4.2"
"ESSEX COUNTY","2016","July","415360","397871","17489","4.2","4.2"
"ESSEX COUNTY","2016","August","414146","398022","16124","3.9","3.8"
"ESSEX COUNTY","2016","September","408944","392577","16367","4.0","3.8"
"ESSEX COUNTY","2016","October","410326","395563","14763","3.6","3.5"
"ESSEX COUNTY","2016","November","410949","396780","14169","3.4","3.3"
"ESSEX COUNTY","2016","December","411389","396568","14821","3.6","3.5"
"ESSEX COUNTY","2016","Annual","410554","393617","16937","4.1","4.0"
"ESSEX COUNTY","2015","January","407647","383336","24311","6.0","5.8"
"ESSEX COUNTY","2015","February","407440","384373","23067","5.7","5.5"
"ESSEX COUNTY","2015","March","407628","386048","21580","5.3","5.2"
"ESSEX COUNTY","2015","April","406489","386825","19664","4.8","4.6"
"ESSEX COUNTY","2015","May","408154","387349","20805","5.1","4.9"
"ESSEX COUNTY","2015","June","412943","391772","21171","5.1","5.0"
"ESSEX COUNTY","2015","July","411421","389957","21464","5.2","5.0"
"ESSEX COUNTY","2015","August","409714","390283","19431","4.7","4.5"
"ESSEX COUNTY","2015","September","402270","382906","19364","4.8","4.5"
"ESSEX COUNTY","2015","October","405950","388064","17886","4.4","4.2"
"ESSEX COUNTY","2015","November","406400","388780","17620","4.3","4.1"
"ESSEX COUNTY","2015","December","407139","389408","17731","4.4","4.1"
"ESSEX COUNTY","2015","Annual","407766","387425","20341","5.0","4.8"
"ESSEX COUNTY","2014","January","398394","370951","27443","6.9","6.7"
"ESSEX COUNTY","2014","February","400383","372928","27455","6.9","6.7"
"ESSEX COUNTY","2014","March","402967","376174","26793","6.6","6.4"
"ESSEX COUNTY","2014","April","400459","377541","22918","5.7","5.5"
"ESSEX COUNTY","2014","May","402333","378328","24005","6.0","5.7"
"ESSEX COUNTY","2014","June","409737","384776","24961","6.1","5.9"
"ESSEX COUNTY","2014","July","410689","384743","25946","6.3","6.1"
"ESSEX COUNTY","2014","August","407823","382964","24859","6.1","5.7"
"ESSEX COUNTY","2014","September","403640","380154","23486","5.8","5.5"
"ESSEX COUNTY","2014","October","408448","387084","21364","5.2","5.0"
"ESSEX COUNTY","2014","November","409546","388335","21211","5.2","4.9"
"ESSEX COUNTY","2014","December","408184","387790","20394","5.0","4.8"
"ESSEX COUNTY","2014","Annual","405217","380981","24236","6.0","5.7"
"ESSEX COUNTY","2013","January","397699","366348","31351","7.9","7.6"
"ESSEX COUNTY","2013","February","397118","367188","29930","7.5","7.2"
"ESSEX COUNTY","2013","March","397668","368969","28699","7.2","6.9"
"ESSEX COUNTY","2013","April","397390","370839","26551","6.7","6.3"
"ESSEX COUNTY","2013","May","398648","370996","27652","6.9","6.6"
"ESSEX COUNTY","2013","June","405513","375547","29966","7.4","7.1"
"ESSEX COUNTY","2013","July","405638","376264","29374","7.2","7.0"
"ESSEX COUNTY","2013","August","404879","377261","27618","6.8","6.5"
"ESSEX COUNTY","2013","September","397784","370086","27698","7.0","6.5"
"ESSEX COUNTY","2013","October","397212","371039","26173","6.6","6.2"
"ESSEX COUNTY","2013","November","398752","373985","24767","6.2","5.9"
"ESSEX COUNTY","2013","December","398312","373935","24377","6.1","5.9"
"ESSEX COUNTY","2013","Annual","399717","371871","27846","7.0","6.6"
"ESSEX COUNTY","2012","January","394263","363863","30400","7.7","7.4"
"ESSEX COUNTY","2012","February","394719","364441","30278","7.7","7.3"
"ESSEX COUNTY","2012","March","396554","367265","29289","7.4","6.9"
"ESSEX COUNTY","2012","April","393813","367349","26464","6.7","6.3"
"ESSEX COUNTY","2012","May","395771","368267","27504","6.9","6.5"
"ESSEX COUNTY","2012","June","403675","374286","29389","7.3","6.9"
"ESSEX COUNTY","2012","July","402282","372415","29867","7.4","7.1"
"ESSEX COUNTY","2012","August","402178","373588","28590","7.1","6.7"
"ESSEX COUNTY","2012","September","396262","368684","27578","7.0","6.5"
"ESSEX COUNTY","2012","October","399075","372294","26781","6.7","6.3"
"ESSEX COUNTY","2012","November","397902","371722","26180","6.6","6.1"
"ESSEX COUNTY","2012","December","398395","371280","27115","6.8","6.4"
"ESSEX COUNTY","2012","Annual","397907","369621","28286","7.1","6.7"
"ESSEX COUNTY","2011","January","392339","358492","33847","8.6","8.3"
"ESSEX COUNTY","2011","February","391175","358425","32750","8.4","8.0"
"ESSEX COUNTY","2011","March","392906","361300","31606","8.0","7.6"
"ESSEX COUNTY","2011","April","391975","363086","28889","7.4","7.0"
"ESSEX COUNTY","2011","May","390842","361461","29381","7.5","7.1"
"ESSEX COUNTY","2011","June","397182","365955","31227","7.9","7.5"
"ESSEX COUNTY","2011","July","397276","366519","30757","7.7","7.5"
"ESSEX COUNTY","2011","August","399047","369537","29510","7.4","7.0"
"ESSEX COUNTY","2011","September","393129","363446","29683","7.6","7.1"
"ESSEX COUNTY","2011","October","394364","366522","27842","7.1","6.6"
"ESSEX COUNTY","2011","November","394761","367924","26837","6.8","6.4"
"ESSEX COUNTY","2011","December","395595","368252","27343","6.9","6.5"
"ESSEX COUNTY","2011","Annual","394216","364243","29973","7.6","7.2"
"ESSEX COUNTY","2010","January","390536","352794","37742","9.7","9.3"
"ESSEX COUNTY","2010","February","389623","352789","36834","9.5","9.1"
"ESSEX COUNTY","2010","March","390853","355166","35687","9.1","8.7"
"ESSEX COUNTY","2010","April","391465","358435","33030","8.4","8.0"
"ESSEX COUNTY","2010","May","390414","357721","32693","8.4","7.9"
"ESSEX COUNTY","2010","June","396088","362877","33211","8.4","8.1"
"ESSEX COUNTY","2010","July","396199","362814","33385","8.4","8.1"
"ESSEX COUNTY","2010","August","395848","363855","31993","8.1","7.7"
"ESSEX COUNTY","2010","September","388583","356989","31594","8.1","7.8"
"ESSEX COUNTY","2010","October","390838","361064","29774","7.6","7.3"
"ESSEX COUNTY","2010","November","392022","361251","30771","7.8","7.5"
"ESSEX COUNTY","2010","December","392244","361715","30529","7.8","7.4"
"ESSEX COUNTY","2010","Annual","392060","358956","33104","8.4","8.1"
"ESSEX COUNTY","2009","January","379349","347551","31798","8.4","7.8"
"ESSEX COUNTY","2009","February","378037","346400","31637","8.4","8.1"
"ESSEX COUNTY","2009","March","378264","346869","31395","8.3","8.1"
"ESSEX COUNTY","2009","April","378724","348382","30342","8.0","7.5"
"ESSEX COUNTY","2009","May","377812","346549","31263","8.3","8.0"
"ESSEX COUNTY","2009","June","386338","351951","34387","8.9","8.4"
"ESSEX COUNTY","2009","July","386497","352076","34421","8.9","8.5"
"ESSEX COUNTY","2009","August","385904","351960","33944","8.8","8.2"
"ESSEX COUNTY","2009","September","378979","343626","35353","9.3","8.4"
"ESSEX COUNTY","2009","October","380488","346818","33670","8.8","8.1"
"ESSEX COUNTY","2009","November","382166","348509","33657","8.8","7.9"
"ESSEX COUNTY","2009","December","380498","346170","34328","9.0","8.2"
"ESSEX COUNTY","2009","Annual","381088","348072","33016","8.7","8.1"
"ESSEX COUNTY","2008","January","373846","353249","20597","5.5","5.2"
"ESSEX COUNTY","2008","February","371853","352097","19756","5.3","5.1"
"ESSEX COUNTY","2008","March","373019","353513","19506","5.2","4.9"
"ESSEX COUNTY","2008","April","372488","354184","18304","4.9","4.4"
"ESSEX COUNTY","2008","May","372671","353163","19508","5.2","4.9"
"ESSEX COUNTY","2008","June","380887","358747","22140","5.8","5.3"
"ESSEX COUNTY","2008","July","381799","358926","22873","6.0","5.5"
"ESSEX COUNTY","2008","August","382062","358996","23066","6.0","5.4"
"ESSEX COUNTY","2008","September","376665","352266","24399","6.5","5.5"
"ESSEX COUNTY","2008","October","379230","355493","23737","6.3","5.4"
"ESSEX COUNTY","2008","November","380535","355724","24811","6.5","5.7"
"ESSEX COUNTY","2008","December","380137","353645","26492","7.0","6.3"
"ESSEX COUNTY","2008","Annual","377099","355000","22099","5.9","5.3"
"ESSEX COUNTY","2007","January","374128","352145","21983","5.9","5.4"
"ESSEX COUNTY","2007","February","371735","351478","20257","5.4","5.1"
"ESSEX COUNTY","2007","March","372332","353502","18830","5.1","4.7"
"ESSEX COUNTY","2007","April","370167","352499","17668","4.8","4.3"
"ESSEX COUNTY","2007","May","370533","353174","17359","4.7","4.3"
"ESSEX COUNTY","2007","June","378249","358745","19504","5.2","4.6"
"ESSEX COUNTY","2007","July","378499","359533","18966","5.0","4.7"
"ESSEX COUNTY","2007","August","376616","359546","17070","4.5","4.3"
"ESSEX COUNTY","2007","September","371732","353994","17738","4.8","4.4"
"ESSEX COUNTY","2007","October","372263","356559","15704","4.2","4.0"
"ESSEX COUNTY","2007","November","375317","358909","16408","4.4","4.0"
"ESSEX COUNTY","2007","December","374346","356933","17413","4.7","4.3"
"ESSEX COUNTY","2007","Annual","373827","355585","18242","4.9","4.5"
"ESSEX COUNTY","2006","January","371044","349456","21588","5.8","5.3"
"ESSEX COUNTY","2006","February","370546","349155","21391","5.8","5.3"
"ESSEX COUNTY","2006","March","371240","350751","20489","5.5","5.0"
"ESSEX COUNTY","2006","April","369327","349537","19790","5.4","4.6"
"ESSEX COUNTY","2006","May","369858","350864","18994","5.1","4.6"
"ESSEX COUNTY","2006","June","377609","357267","20342","5.4","4.8"
"ESSEX COUNTY","2006","July","378499","358242","20257","5.4","5.0"
"ESSEX COUNTY","2006","August","378581","359649","18932","5.0","4.6"
"ESSEX COUNTY","2006","September","372823","353108","19715","5.3","4.7"
"ESSEX COUNTY","2006","October","374343","356915","17428","4.7","4.1"
"ESSEX COUNTY","2006","November","376064","357760","18304","4.9","4.3"
"ESSEX COUNTY","2006","December","376627","357859","18768","5.0","4.3"
"ESSEX COUNTY","2006","Annual","373881","354214","19667","5.3","4.7"
"ESSEX COUNTY","2005","January","374623","352299","22324","6.0","5.5"
"ESSEX COUNTY","2005","February","373446","351873","21573","5.8","5.5"
"ESSEX COUNTY","2005","March","373414","353011","20403","5.5","5.1"
"ESSEX COUNTY","2005","April","372379","353408","18971","5.1","4.6"
"ESSEX COUNTY","2005","May","372467","353864","18603","5.0","4.7"
"ESSEX COUNTY","2005","June","379228","358803","20425","5.4","4.9"
"ESSEX COUNTY","2005","July","379308","359445","19863","5.2","4.9"
"ESSEX COUNTY","2005","August","379741","361339","18402","4.8","4.5"
"ESSEX COUNTY","2005","September","373712","353414","20298","5.4","4.8"
"ESSEX COUNTY","2005","October","376016","358186","17830","4.7","4.3"
"ESSEX COUNTY","2005","November","377697","358417","19280","5.1","4.5"
"ESSEX COUNTY","2005","December","377228","358148","19080","5.1","4.5"
"ESSEX COUNTY","2005","Annual","375771","356017","19754","5.3","4.8"
"ESSEX COUNTY","2004","January","379478","353907","25571","6.7","6.1"
"ESSEX COUNTY","2004","February","377372","353991","23381","6.2","5.8"
"ESSEX COUNTY","2004","March","377203","354076","23127","6.1","5.7"
"ESSEX COUNTY","2004","April","374366","353431","20935","5.6","5.0"
"ESSEX COUNTY","2004","May","374017","352885","21132","5.7","5.0"
"ESSEX COUNTY","2004","June","381552","358469","23083","6.0","5.4"
"ESSEX COUNTY","2004","July","381448","359139","22309","5.8","5.3"
"ESSEX COUNTY","2004","August","380001","359543","20458","5.4","4.8"
"ESSEX COUNTY","2004","September","372582","352049","20533","5.5","4.8"
"ESSEX COUNTY","2004","October","373962","355503","18459","4.9","4.4"
"ESSEX COUNTY","2004","November","376207","357111","19096","5.1","4.5"
"ESSEX COUNTY","2004","December","375422","356376","19046","5.1","4.5"
"ESSEX COUNTY","2004","Annual","376968","355540","21428","5.7","5.1"
"ESSEX COUNTY","2003","January","382068","356389","25679","6.7","6.3"
"ESSEX COUNTY","2003","February","380089","355716","24373","6.4","6.1"
"ESSEX COUNTY","2003","March","380424","356437","23987","6.3","6.0"
"ESSEX COUNTY","2003","April","378962","355832","23130","6.1","5.5"
"ESSEX COUNTY","2003","May","378621","355204","23417","6.2","5.7"
"ESSEX COUNTY","2003","June","386110","360154","25956","6.7","6.2"
"ESSEX COUNTY","2003","July","384697","359177","25520","6.6","6.0"
"ESSEX COUNTY","2003","August","383668","359133","24535","6.4","5.6"
"ESSEX COUNTY","2003","September","376914","352357","24557","6.5","5.7"
"ESSEX COUNTY","2003","October","378334","355922","22412","5.9","5.2"
"ESSEX COUNTY","2003","November","380563","358165","22398","5.9","5.2"
"ESSEX COUNTY","2003","December","379109","357388","21721","5.7","5.1"
"ESSEX COUNTY","2003","Annual","380797","356823","23974","6.3","5.7"
"ESSEX COUNTY","2002","January","379444","356143","23301","6.1","5.6"
"ESSEX COUNTY","2002","February","380133","357818","22315","5.9","5.4"
"ESSEX COUNTY","2002","March","380514","358053","22461","5.9","5.4"
"ESSEX COUNTY","2002","April","379840","358138","21702","5.7","5.0"
"ESSEX COUNTY","2002","May","380440","358670","21770","5.7","4.9"
"ESSEX COUNTY","2002","June","387626","363701","23925","6.2","5.4"
"ESSEX COUNTY","2002","July","385878","362286","23592","6.1","5.4"
"ESSEX COUNTY","2002","August","386571","363581","22990","5.9","5.1"
"ESSEX COUNTY","2002","September","381185","357976","23209","6.1","5.2"
"ESSEX COUNTY","2002","October","382016","360059","21957","5.7","4.9"
"ESSEX COUNTY","2002","November","382021","360223","21798","5.7","5.1"
"ESSEX COUNTY","2002","December","381473","359728","21745","5.7","5.3"
"ESSEX COUNTY","2002","Annual","382262","359698","22564","5.9","5.2"
"ESSEX COUNTY","2001","January","372723","359537","13186","3.5","3.7"
"ESSEX COUNTY","2001","February","372388","359562","12826","3.4","3.5"
"ESSEX COUNTY","2001","March","374470","361053","13417","3.6","3.6"
"ESSEX COUNTY","2001","April","372004","359479","12525","3.4","3.2"
"ESSEX COUNTY","2001","May","372802","359765","13037","3.5","3.3"
"ESSEX COUNTY","2001","June","380577","364889","15688","4.1","3.8"
"ESSEX COUNTY","2001","July","381436","365237","16199","4.2","3.9"
"ESSEX COUNTY","2001","August","380500","364238","16262","4.3","3.9"
"ESSEX COUNTY","2001","September","375396","358431","16965","4.5","4.0"
"ESSEX COUNTY","2001","October","377275","361068","16207","4.3","4.0"
"ESSEX COUNTY","2001","November","380000","361722","18278","4.8","4.2"
"ESSEX COUNTY","2001","December","381284","362280","19004","5.0","4.4"
"ESSEX COUNTY","2001","Annual","376738","361438","15300","4.1","3.8"
"FRANKLIN COUNTY","2020","January","41369","39962","1407","3.4","3.5"
"FRANKLIN COUNTY","2020","February","41514","40220","1294","3.1","3.3"
"FRANKLIN COUNTY","2020","March","40989","39573","1416","3.5","3.6"
"FRANKLIN COUNTY","2020","April","36875","31469","5406","14.7","16.7"
"FRANKLIN COUNTY","2020","May","39096","34176","4920","12.6","15.6"
"FRANKLIN COUNTY","2020","June","40546","35777","4769","11.8","14.5"
"FRANKLIN COUNTY","2020","July","40333","35983","4350","10.8","13.0"
"FRANKLIN COUNTY","2020","August","40155","36736","3419","8.5","10.3"
"FRANKLIN COUNTY","2020","September","39902","36783","3119","7.8","9.8"
"FRANKLIN COUNTY","2020","October","40624","37930","2694","6.6","8.1"
"FRANKLIN COUNTY","2020","November","40440","37863","2577","6.4","7.6"
"FRANKLIN COUNTY","2020","December","40822","38028","2794","6.8","7.4"
"FRANKLIN COUNTY","2020","Annual","40222","37042","3180","7.9","9.4"
"FRANKLIN COUNTY","2019","January","41581","39976","1605","3.9","4.0"
"FRANKLIN COUNTY","2019","February","41556","40071","1485","3.6","3.6"
"FRANKLIN COUNTY","2019","March","41417","40045","1372","3.3","3.4"
"FRANKLIN COUNTY","2019","April","41292","40149","1143","2.8","2.8"
"FRANKLIN COUNTY","2019","May","41479","40364","1115","2.7","2.9"
"FRANKLIN COUNTY","2019","June","41520","40344","1176","2.8","3.2"
"FRANKLIN COUNTY","2019","July","41631","40451","1180","2.8","3.3"
"FRANKLIN COUNTY","2019","August","41372","40269","1103","2.7","3.0"
"FRANKLIN COUNTY","2019","September","40970","39969","1001","2.4","2.8"
"FRANKLIN COUNTY","2019","October","41247","40301","946","2.3","2.6"
"FRANKLIN COUNTY","2019","November","41067","40116","951","2.3","2.5"
"FRANKLIN COUNTY","2019","December","41147","40152","995","2.4","2.6"
"FRANKLIN COUNTY","2019","Annual","41357","40184","1173","2.8","3.1"
"FRANKLIN COUNTY","2018","January","40639","39000","1639","4.0","4.3"
"FRANKLIN COUNTY","2018","February","41016","39397","1619","3.9","4.2"
"FRANKLIN COUNTY","2018","March","41201","39725","1476","3.6","3.8"
"FRANKLIN COUNTY","2018","April","41320","40040","1280","3.1","3.3"
"FRANKLIN COUNTY","2018","May","41197","40010","1187","2.9","3.3"
"FRANKLIN COUNTY","2018","June","41748","40364","1384","3.3","3.7"
"FRANKLIN COUNTY","2018","July","41954","40669","1285","3.1","3.7"
"FRANKLIN COUNTY","2018","August","41701","40507","1194","2.9","3.3"
"FRANKLIN COUNTY","2018","September","41420","40284","1136","2.7","3.2"
"FRANKLIN COUNTY","2018","October","41570","40516","1054","2.5","2.9"
"FRANKLIN COUNTY","2018","November","41712","40670","1042","2.5","2.8"
"FRANKLIN COUNTY","2018","December","41861","40673","1188","2.8","3.0"
"FRANKLIN COUNTY","2018","Annual","41445","40155","1290","3.1","3.4"
"FRANKLIN COUNTY","2017","January","40063","38352","1711","4.3","4.5"
"FRANKLIN COUNTY","2017","February","40362","38715","1647","4.1","4.4"
"FRANKLIN COUNTY","2017","March","40695","39187","1508","3.7","4.0"
"FRANKLIN COUNTY","2017","April","40545","39207","1338","3.3","3.6"
"FRANKLIN COUNTY","2017","May","40462","39130","1332","3.3","3.7"
"FRANKLIN COUNTY","2017","June","40977","39589","1388","3.4","4.0"
"FRANKLIN COUNTY","2017","July","41052","39650","1402","3.4","4.1"
"FRANKLIN COUNTY","2017","August","41112","39741","1371","3.3","3.8"
"FRANKLIN COUNTY","2017","September","40576","39276","1300","3.2","3.7"
